Variable01,Variable02,Variable03,Variable04,Variable05,Variable06,Variable07,Variable08,Variable09,Variable10,Variable11,Variable12,Variable13,Variable14,Variable15,Variable16,Variable17,Variable18,Variable19,Variable20,Variable21,Variable22,Variable23,Variable24,Variable25,Variable26,Variable27,Variable28,Amount,Class
-2.87,3.28,-2.66,-2.71,-1.51,-0.89,-1.46,2.76,0.54,-0.77,-0.59,1.34,-1.06,1.41,-2.11,0.63,0.33,0.20,-0.82,-0.17,0.21,0.34,0.15,0.81,0.30,0.81,0.06,0.13,0.97,0
-0.77,1.13,0.90,0.14,-0.29,-0.89,0.33,0.30,-0.49,-0.85,-0.28,0.13,0.34,-0.14,0.80,0.50,0.16,-0.11,-0.12,0.04,-0.19,-0.56,0.07,0.28,-0.11,0.07,0.14,0.03,15.03,0
1.35,0.01,1.02,1.45,-1.13,-0.21,-0.54,0.08,0.92,-0.07,-0.86,0.10,-0.31,-0.15,0.70,0.34,-0.35,0.29,-0.58,-0.19,0.12,0.49,-0.07,0.38,0.41,-0.25,0.06,0.03,0.96,0
-0.73,0.94,1.11,1.34,-0.35,0.25,0.25,0.60,-0.74,-0.15,0.93,0.65,-0.59,0.64,-0.42,-1.07,0.64,-0.16,0.95,0.04,0.07,0.41,-0.02,0.22,-0.12,-0.29,0.26,0.15,26.06,0
1.15,0.42,0.59,2.26,0.06,0.28,-0.05,0.20,-0.87,0.87,1.39,0.56,-0.32,0.54,0.07,0.63,-0.68,-0.11,-1.10,-0.16,0.12,0.29,-0.04,0.01,0.37,0.07,0.00,0.01,0.62,0
2.38,-0.82,-1.44,-0.53,-0.31,-0.58,-0.22,-0.25,-0.58,1.09,-1.07,-0.55,-0.19,0.35,0.50,-1.09,-0.36,1.47,-0.73,-0.45,-0.14,-0.05,0.06,0.51,-0.04,0.76,-0.08,-0.04,83.83,0
-1.62,-1.67,-0.17,-0.22,1.14,-1.66,1.08,-0.12,-0.25,-0.63,-0.46,-0.03,-0.21,0.60,0.31,-0.21,-0.21,-0.82,-1.07,0.99,0.44,0.30,1.25,0.11,-0.74,0.69,0.15,0.35,385.00,0
1.85,-0.13,-1.10,0.40,-0.20,-1.26,0.13,-0.28,0.53,0.10,-0.85,0.07,-0.66,0.39,0.16,-0.13,-0.22,-0.86,0.08,-0.23,-0.34,-0.68,0.38,-0.03,-0.33,0.17,-0.07,-0.05,2.16,0
0.16,-0.46,0.90,-0.86,-1.06,-0.66,-0.22,-0.28,-2.97,1.33,-0.74,-1.33,0.22,-0.28,0.25,-1.50,1.39,0.09,1.64,0.01,-0.01,0.47,0.09,0.33,-0.51,0.04,0.24,0.21,64.20,0
-1.47,-0.15,-1.34,-0.03,-0.88,0.08,2.19,0.31,-0.02,-1.94,-1.46,-1.34,-1.96,-1.22,-0.57,0.40,1.54,0.81,-0.29,0.85,0.30,0.17,1.17,0.54,0.02,0.63,0.05,0.20,571.34,0
1.86,-0.38,-2.59,-0.68,0.11,-1.90,0.60,-0.76,-1.14,1.06,-0.57,-0.65,-0.12,0.51,-0.55,0.05,0.58,-1.57,0.76,-0.06,0.52,1.66,-0.20,0.13,0.71,0.33,-0.10,-0.11,26.16,0
2.21,0.18,-1.63,1.10,0.48,-0.74,0.52,-0.26,-0.06,0.38,0.78,1.26,-0.41,0.66,-1.24,-0.61,-0.30,-0.19,0.04,-0.28,0.10,0.55,0.00,0.02,0.49,-0.59,-0.02,-0.08,0.88,0
-0.53,0.75,0.13,0.63,0.41,0.02,0.12,0.46,-0.76,-0.04,-0.16,-0.19,-0.87,0.77,0.49,0.43,-0.72,1.32,1.24,-0.22,0.11,0.30,0.10,-1.03,0.02,-0.28,-0.15,-0.08,19.95,0
2.26,-0.44,-1.71,0.04,0.58,-0.07,0.18,-0.14,0.34,0.15,-0.15,0.87,0.78,0.35,-0.55,0.56,-0.92,0.03,0.94,0.05,-0.26,-0.70,0.07,-1.23,-0.14,0.26,-0.08,-0.05,80.99,0
1.60,-0.57,-0.74,0.33,-0.41,-0.22,-0.61,0.13,1.69,-0.15,-1.38,-0.70,-1.59,0.36,0.97,0.44,-0.50,0.18,0.04,-0.21,-0.17,-0.71,0.38,0.31,-0.39,-0.53,0.01,-0.02,45.99,0
0.76,-0.86,0.84,-0.02,-0.29,2.14,-0.81,0.65,0.60,-0.35,2.36,1.80,0.35,-0.10,1.22,-0.75,0.68,-1.51,-1.17,-0.01,0.27,0.97,0.01,-0.90,-0.13,1.13,0.02,0.01,86.52,0
-1.91,0.50,1.33,1.41,0.35,0.30,1.18,-0.39,0.22,1.31,1.67,1.13,0.44,-0.59,-0.33,-1.12,0.11,-0.44,0.84,0.14,-0.21,0.46,0.00,0.26,0.16,-0.28,-0.13,0.17,87.42,0
1.09,-0.31,1.22,1.01,-0.94,0.39,-0.86,0.30,0.61,-0.01,1.33,0.68,-1.26,0.21,0.24,0.16,-0.20,0.28,-0.71,-0.11,0.26,0.61,-0.08,0.22,0.38,-0.23,0.07,0.03,68.07,0
-1.44,1.70,1.77,3.70,-0.78,1.77,-0.77,1.14,-2.11,1.18,0.13,0.33,0.94,0.33,0.45,0.95,-0.02,1.09,1.38,0.34,0.08,0.20,-0.16,-0.38,0.06,0.34,0.30,0.06,12.66,0
2.04,-0.51,-2.42,-0.86,1.44,0.21,0.19,-0.34,0.11,0.42,0.56,-2.79,2.63,1.47,-0.48,-0.88,2.28,-3.33,-0.30,-0.09,0.34,1.64,-0.15,-0.46,0.55,0.37,-0.06,-0.11,19.40,0
-1.05,-0.47,2.32,2.18,-1.34,1.14,0.09,0.38,0.98,-0.76,-0.85,0.77,-0.08,-1.29,-0.96,-1.54,0.95,-0.55,0.77,0.08,0.12,0.70,0.18,0.54,-0.08,-0.14,0.17,0.16,271.34,0
-0.72,-0.34,2.71,1.74,-0.66,0.22,-0.08,-0.09,-1.71,1.10,1.37,0.66,1.39,-0.33,0.66,-2.56,0.47,2.03,1.54,0.31,-0.18,-0.01,0.09,0.63,0.07,-0.01,-0.03,-0.11,116.31,0
-1.74,0.64,-2.10,-0.71,0.04,-1.42,1.60,0.40,-0.85,-0.65,0.53,0.92,-0.11,1.19,-0.77,-0.16,-0.31,0.15,0.07,-0.07,0.35,0.82,0.10,0.15,-0.23,0.09,0.37,-0.04,183.37,0
1.37,-0.67,-0.48,1.69,-0.94,-0.54,-0.31,-0.01,1.22,0.17,-1.01,-0.50,-1.11,0.31,0.80,0.53,-0.54,0.46,-0.93,-0.03,0.37,0.69,0.03,-0.07,-0.16,-0.54,0.02,-0.01,137.28,0
-0.01,1.19,-0.41,-0.48,0.54,-1.18,1.39,-0.36,-0.13,-1.24,-0.53,-0.04,0.53,-1.16,0.46,0.24,0.15,0.60,-0.60,-0.13,0.29,0.82,-0.26,-0.15,0.03,-0.18,-0.03,0.04,57.80,0
-1.44,1.24,-0.26,0.98,1.71,-0.39,1.80,-0.55,-0.36,-0.07,-0.72,-0.84,-0.51,-1.67,0.22,-0.79,1.14,0.44,0.99,0.01,-0.34,0.01,-0.21,0.26,1.51,-0.23,0.14,-0.04,62.71,0
0.96,-0.29,1.32,1.00,-0.66,0.87,-0.74,0.47,0.95,-0.03,0.67,0.30,-1.26,0.15,-0.08,0.15,-0.30,0.22,-0.17,-0.22,-0.02,0.08,-0.01,-0.34,0.29,-0.39,0.08,0.02,8.89,0
-0.30,2.67,-1.12,4.99,0.61,0.19,-0.04,0.92,-2.27,0.46,1.00,0.15,0.62,-1.95,-0.15,1.00,2.74,1.59,1.02,0.10,-0.25,-0.75,0.21,-0.76,-0.62,0.04,-0.06,-0.08,13.97,0
1.13,-0.72,0.52,-0.28,-1.51,-1.13,-0.28,-0.21,-0.82,0.61,-0.39,0.25,0.54,-0.12,0.10,-1.50,0.32,0.51,-0.72,-0.28,-0.45,-1.04,0.09,0.59,0.04,0.75,-0.06,0.03,115.17,0
0.19,-1.37,-0.19,0.47,-1.44,-1.35,0.82,-0.38,0.14,-0.40,0.03,0.23,0.04,0.42,1.20,0.20,-0.17,-0.39,-0.31,1.05,0.37,-0.16,-0.55,0.85,0.12,1.03,-0.19,0.10,620.68,0
1.16,-0.64,-0.16,-0.83,-0.46,-0.70,-0.23,-0.25,-0.89,0.49,-0.95,-0.56,0.80,-0.25,0.55,1.14,-0.04,-1.25,0.94,0.21,0.22,0.36,-0.26,-0.43,0.89,-0.06,-0.02,0.01,57.72,0
-1.21,0.21,2.00,-1.47,0.32,-0.43,0.65,-0.11,-0.03,-0.19,1.78,0.91,0.27,-0.23,0.08,0.39,-0.65,-0.46,-0.92,-0.11,-0.08,0.19,0.21,0.25,-0.50,0.76,-0.04,-0.11,35.27,0
-1.63,1.62,1.52,0.88,-0.81,0.43,-0.84,-1.85,-0.82,-1.23,-0.69,-0.27,-1.14,1.10,1.53,0.04,0.35,-0.13,0.01,0.48,-1.46,-0.02,0.20,-0.01,-0.04,-0.48,-0.17,0.04,27.35,0
-1.65,1.44,1.79,2.33,-0.78,1.80,-1.09,1.30,-1.01,0.30,0.78,0.84,-0.13,0.52,0.26,-0.32,0.75,-0.17,0.59,-0.01,0.15,0.34,-0.03,-0.26,-0.09,0.28,0.02,0.01,34.46,0
-6.52,-6.30,-1.35,1.96,2.81,2.22,-3.15,1.65,0.50,-0.12,-0.12,0.54,1.04,0.66,4.04,0.44,0.52,0.56,2.59,-0.23,0.08,-0.22,-3.58,1.29,-1.09,1.17,0.48,-1.91,42.30,0
2.38,-0.96,-1.37,-0.42,-0.36,-0.70,-0.21,-0.29,-0.47,0.76,-1.30,-0.54,0.08,0.32,0.61,-1.27,-0.32,1.15,-0.95,-0.38,-0.11,-0.01,0.03,0.57,-0.07,0.76,-0.10,-0.04,143.20,0
2.24,-0.75,-1.48,-1.06,-0.08,-0.36,-0.39,-0.25,-1.05,1.13,1.04,0.40,1.22,-0.03,-0.33,0.99,-0.28,-0.71,0.95,0.11,0.49,1.16,-0.05,0.42,0.29,0.04,-0.03,-0.06,21.66,0
-0.21,-0.29,0.94,0.09,-0.35,-0.30,0.29,-0.05,0.60,-0.68,-1.03,0.52,1.06,-0.35,0.46,-0.49,-0.22,0.25,0.78,0.34,0.47,1.47,0.39,0.06,-1.51,0.06,0.24,0.34,129.32,0
1.69,-0.99,0.24,-1.39,-1.04,-0.60,-0.87,-0.11,-2.54,1.82,1.18,-0.01,1.17,-0.27,-0.12,-0.12,0.10,0.68,0.10,-0.23,-0.10,0.08,-0.08,0.02,0.54,-0.13,0.02,0.01,20.66,0
-1.19,1.88,-1.01,-1.13,0.56,-0.67,0.55,0.25,1.19,1.01,1.18,-0.23,-1.73,-1.06,-0.49,0.47,0.31,0.23,-0.19,0.53,-0.50,-0.80,0.20,0.51,-0.27,0.14,0.95,0.40,6.93,0
1.45,0.00,-1.17,1.56,0.29,-0.42,0.09,-0.09,0.28,-0.21,1.17,1.01,0.73,-0.94,-0.37,0.61,0.07,0.84,-0.26,0.00,0.03,0.07,0.04,-0.57,-0.01,-0.72,0.03,-0.01,102.08,0
-0.51,1.69,-1.05,0.77,1.81,-0.07,1.29,0.08,-0.86,-0.26,0.73,0.25,-0.25,-0.97,-0.84,-0.35,1.01,0.86,0.88,0.08,0.07,0.52,-0.31,0.11,0.07,-0.42,-0.11,-0.01,11.36,0
1.48,0.08,0.25,0.15,-0.44,-1.20,0.19,-0.19,0.16,-0.18,-0.27,-0.16,-0.91,0.47,1.17,0.23,-0.20,-0.80,0.31,-0.11,-0.50,-1.41,0.28,0.35,-0.04,0.31,-0.10,0.01,28.00,0
1.14,-0.53,0.95,-0.64,-1.17,-0.74,-0.70,-0.14,-0.95,0.46,0.58,0.28,1.40,-0.34,1.04,0.81,0.44,-2.32,0.03,0.16,0.07,0.12,0.12,0.43,0.14,-0.49,0.04,0.03,40.26,0
0.10,0.85,-1.39,-1.83,2.81,3.86,0.33,0.77,-0.15,-0.83,0.15,-0.17,-0.52,-0.65,0.17,0.25,0.33,-0.31,-0.36,0.03,-0.31,-0.93,0.11,0.62,-0.43,0.14,0.20,0.06,0.95,0
1.89,-0.26,-0.42,0.33,-0.44,-0.17,-0.48,-0.02,1.07,-0.23,-1.00,1.09,1.04,-0.40,0.46,0.06,-0.63,0.11,-0.23,-0.12,0.19,0.92,0.15,0.79,-0.04,-0.29,0.04,-0.03,0.01,0
0.86,-0.44,1.08,1.63,-0.78,0.38,-0.44,0.28,0.89,-0.11,1.12,0.68,-1.56,0.12,-0.95,-0.49,0.25,-0.15,-0.12,-0.09,0.09,0.38,-0.14,0.25,0.52,-0.24,0.05,0.03,79.74,0
-5.26,-7.60,-1.00,0.71,-5.91,3.47,10.14,-0.61,-1.04,-2.72,0.66,0.05,0.27,0.02,-0.45,1.28,-1.08,1.30,-1.22,4.53,1.87,0.51,5.20,0.09,0.90,0.52,-0.98,0.26,2581.77,0
2.66,-1.17,-1.59,-1.65,-0.36,-0.91,-0.54,-0.43,-1.65,1.61,-1.73,-0.65,1.32,-0.23,0.05,-0.33,0.03,-0.21,0.33,-0.29,-0.36,-0.65,0.16,-1.22,0.00,-0.25,-0.01,-0.08,8.59,0
1.28,0.29,0.93,0.79,-0.47,-0.33,-0.25,-0.09,0.24,-0.07,-0.54,0.53,1.35,-0.12,1.00,0.69,-0.69,0.08,-0.35,-0.05,-0.08,-0.18,-0.01,-0.11,0.49,-0.50,0.06,0.04,1.06,0
-2.67,-0.11,1.09,-3.06,-0.59,0.61,-0.31,0.29,-1.44,2.42,0.30,-0.88,0.97,-1.32,0.07,0.16,-0.37,0.84,-0.75,0.21,-0.41,0.25,-0.57,-1.40,0.74,-0.19,-0.30,-0.63,50.16,0
1.82,0.06,-1.21,0.41,0.30,-0.61,0.11,-0.42,2.17,-0.25,-0.40,-2.56,2.27,1.71,-0.80,0.06,0.18,-0.38,0.22,-0.22,-0.56,-0.84,0.23,-0.65,-0.23,0.23,-0.11,-0.08,2.34,0
0.45,0.55,-0.48,-1.66,1.43,-0.74,1.37,-0.61,0.15,-0.57,-1.45,0.16,1.03,-0.11,-0.15,-0.39,-0.52,-0.37,1.31,0.04,-0.11,0.11,-0.06,-1.05,-1.18,0.66,0.03,0.03,4.45,0
-1.91,0.06,0.44,1.77,0.79,4.79,0.20,1.35,-0.93,-0.03,-0.69,-0.39,0.20,0.09,0.72,0.90,-0.44,0.72,0.57,0.11,0.01,-0.21,-0.22,1.24,0.21,0.16,0.11,-0.20,296.91,0
1.96,0.74,-2.15,0.69,0.75,-1.47,0.48,-0.38,0.43,-1.00,0.17,0.08,0.79,-2.89,1.10,0.72,1.36,1.47,-0.72,-0.09,0.11,0.55,-0.06,-0.27,0.31,-0.11,0.03,0.01,0.92,0
-3.99,2.59,-0.54,-1.07,-2.88,2.11,-4.31,-6.20,-0.37,-2.84,-0.53,1.20,-2.80,1.92,-1.77,1.13,1.01,0.05,-0.55,1.56,-3.93,0.70,0.70,-0.29,-0.26,0.92,-0.37,-0.10,40.96,0
1.44,-0.58,-0.45,1.52,-0.44,0.15,-0.62,0.09,2.42,-0.01,1.08,-2.06,0.31,1.88,-0.41,0.66,-0.28,1.43,-0.51,-0.07,0.16,0.52,-0.01,-0.63,-0.23,-0.52,-0.01,-0.03,177.48,0
-7.80,1.61,-1.63,1.21,-4.66,2.51,-3.97,-2.06,-1.10,-0.57,-0.57,2.68,0.03,1.86,-1.87,-1.20,2.26,1.37,-0.06,0.52,-2.73,0.30,-0.56,0.32,0.14,-0.12,0.18,-0.30,178.50,0
1.79,0.23,-2.02,0.38,0.65,-0.82,0.21,-0.29,0.48,-0.36,-0.55,0.46,0.64,-1.11,0.12,0.35,0.43,-0.35,0.10,-0.09,-0.37,-0.81,0.26,0.34,-0.19,0.15,-0.05,-0.03,3.23,0
-1.28,-0.76,-0.90,0.18,4.14,4.16,0.20,0.55,-0.84,0.96,-0.52,-0.58,-0.26,-0.37,-1.26,0.41,-0.76,-0.88,-0.83,-0.47,-0.08,0.50,0.89,0.97,-0.89,2.40,-0.32,0.12,10.29,0
2.10,-2.00,-2.77,-1.61,-0.57,-0.75,0.06,-0.54,-2.55,1.96,0.97,-0.26,0.30,0.53,-0.96,-1.00,0.46,0.14,0.02,0.11,0.22,0.44,-0.16,0.66,0.17,0.00,-0.12,-0.03,264.26,0
1.07,-0.22,0.83,-0.71,-1.01,-0.73,-0.46,-0.17,2.39,-1.41,2.61,-0.89,2.21,1.42,0.38,-0.23,0.21,0.82,0.27,-0.05,0.09,0.57,-0.12,0.45,0.63,-0.51,0.04,0.02,39.96,0
1.07,-0.04,0.09,0.39,0.86,1.55,-0.32,0.42,0.35,-0.42,-0.21,1.04,1.42,-0.25,0.85,-1.27,0.82,-2.29,-0.95,-0.13,-0.18,-0.04,0.02,-1.77,0.32,0.42,0.05,-0.01,0.87,0
1.26,0.53,-0.41,0.90,-0.11,-1.16,0.16,-0.08,-0.24,-0.44,1.42,-0.06,-1.33,-0.46,0.32,0.55,0.59,0.61,-0.11,-0.17,-0.10,-0.29,-0.05,0.45,0.38,0.38,-0.05,0.03,0.71,0
-1.82,0.62,0.47,-0.90,-0.90,-0.18,1.01,-3.03,-0.39,-0.97,-0.33,-0.26,-0.77,0.47,0.44,0.44,-0.48,-1.05,-0.35,-0.10,-1.62,-0.90,-0.90,0.46,-0.69,0.44,0.01,-0.26,505.79,0
-1.44,-2.29,-2.81,-3.31,-7.33,4.70,7.54,-1.94,1.00,-2.35,0.86,0.20,-0.25,-0.38,-0.47,-1.42,-0.96,1.37,-0.12,-1.67,-0.94,-0.41,0.63,0.88,-2.22,-1.37,1.80,-0.71,2112.16,0
-0.35,0.64,0.58,-2.55,0.90,-0.35,0.97,-0.34,0.73,-1.22,-0.73,0.64,1.19,-0.23,1.04,-0.70,-0.88,-0.28,-0.07,0.14,0.03,0.62,-0.49,-0.73,0.18,-0.80,0.31,-0.02,0.83,0
1.64,-1.20,-0.44,-1.07,-1.30,-0.26,-0.90,-0.04,-0.20,0.90,0.92,0.54,1.04,-0.41,-0.14,1.79,-0.45,-0.46,0.57,0.27,0.49,1.16,0.00,-0.30,-0.20,-0.07,0.00,-0.05,108.00,0
-1.44,0.06,0.82,1.49,-0.40,1.38,1.59,0.09,-0.21,0.32,1.35,0.60,-0.76,0.10,-0.02,-1.31,0.51,-0.61,0.77,-0.36,-0.15,0.53,0.64,-0.23,-0.08,-0.26,0.02,-0.42,317.50,0
1.05,0.32,0.34,0.67,-0.36,-0.90,0.04,-0.11,-0.07,-0.32,0.48,0.52,0.52,-0.30,1.19,0.07,0.40,-1.01,-0.81,-0.08,-0.20,-0.70,0.17,0.33,0.10,0.09,0.00,0.04,1.52,0
-0.87,1.27,1.24,1.10,-0.27,0.49,-0.03,-0.13,-0.58,-0.11,1.19,0.94,-0.18,0.61,-0.46,-1.12,0.73,-0.22,0.82,-0.13,0.98,0.13,0.03,0.19,-0.12,-0.24,0.39,0.13,23.70,0
1.94,0.76,-1.58,3.86,0.71,-0.83,0.91,-0.37,-1.22,1.80,-1.55,-0.58,-0.68,0.57,-1.14,0.20,-0.57,-0.55,-1.53,-0.38,0.13,0.37,-0.01,0.03,0.44,0.20,-0.08,-0.06,7.75,0
1.26,0.44,-0.22,1.00,0.32,-0.58,0.48,-0.24,-0.63,0.18,1.03,0.94,0.20,0.71,-0.02,0.08,-0.83,0.24,0.16,-0.13,0.04,0.11,-0.17,0.03,0.71,-0.24,-0.01,0.00,2.45,0
-0.28,0.83,0.25,-0.02,0.62,0.04,0.54,0.03,0.76,-1.36,-1.25,-0.17,-0.36,-1.68,-1.27,-0.66,1.23,0.62,0.57,-0.10,0.31,1.34,-0.43,0.51,0.08,0.05,0.07,0.20,3.14,0
2.19,0.06,-1.93,0.33,0.35,-0.62,0.03,-0.05,0.29,-0.19,1.35,0.58,-0.62,-0.42,-0.42,0.47,0.35,0.11,0.18,-0.23,-0.27,-0.80,0.33,0.59,-0.41,0.13,-0.07,-0.05,2.00,0
-0.25,0.56,1.83,0.45,-0.08,0.38,0.14,0.15,0.21,-0.73,-1.46,0.44,1.01,-0.83,-0.08,0.20,-0.53,0.24,0.26,0.01,-0.04,0.10,-0.22,-0.46,0.13,-0.42,0.09,0.03,10.19,0
1.97,-0.21,-1.39,0.37,0.17,-0.29,0.02,-0.12,0.17,0.29,1.00,1.20,0.39,0.37,-0.29,0.07,-0.72,0.26,-0.10,-0.07,0.37,1.27,-0.02,0.73,0.18,0.49,-0.07,-0.06,43.87,0
1.75,-1.93,-1.28,-0.87,-1.03,0.43,-0.51,0.06,-0.10,0.70,0.49,0.19,-0.07,-0.27,-0.81,1.36,0.02,-1.35,0.98,0.67,0.02,-0.77,0.09,0.18,-0.66,-0.75,-0.07,0.01,328.15,0
0.58,-0.76,0.55,0.92,-0.73,-0.25,0.24,-0.09,0.46,-0.36,-0.06,0.91,0.40,-0.08,0.09,-0.56,0.45,-1.35,-0.27,0.46,-0.07,-0.65,-0.09,0.52,0.09,0.29,-0.06,0.08,281.03,0
1.23,-0.08,1.38,1.60,-0.85,-0.25,-0.60,0.15,1.09,-0.21,-1.00,0.12,-0.55,-0.23,0.21,0.10,-0.19,0.02,-0.21,-0.18,-0.06,-0.03,0.00,0.37,0.40,-0.44,0.07,0.03,11.09,0
1.34,-1.11,0.68,-1.27,-1.57,-0.70,-1.11,-0.06,-2.11,1.43,0.10,-0.75,0.55,-0.32,0.88,-0.47,0.96,-0.71,-0.71,-0.39,-0.36,-0.43,0.27,0.30,0.01,-0.34,0.07,0.03,16.83,0
-1.48,1.72,0.88,0.12,-0.55,-0.77,-0.68,-2.25,-0.42,-0.70,-0.14,-0.02,-0.73,0.20,1.04,0.54,0.33,-0.12,-0.47,0.87,-1.59,-0.26,0.15,0.70,-0.22,0.01,0.03,-0.09,1.96,0
1.33,-1.17,0.85,-1.43,-1.92,-0.25,-1.30,0.13,-1.75,1.43,1.43,-0.52,-0.57,0.03,0.38,-0.36,0.52,0.01,-0.44,-0.35,-0.32,-0.48,0.17,0.16,-0.05,-0.39,0.04,0.02,49.05,0
1.13,0.15,0.66,1.15,-0.45,-0.49,0.05,-0.07,0.02,0.00,0.06,0.27,-0.22,0.44,1.27,-0.14,-0.07,-0.50,-1.09,-0.10,0.11,0.29,-0.04,0.46,0.53,-0.29,0.03,0.03,53.41,0
-0.66,1.07,1.82,-0.69,-0.01,-0.89,0.74,-0.05,-0.53,-0.92,-0.42,-0.32,-0.43,0.18,0.51,0.47,-0.59,-0.38,-0.44,-0.09,-0.26,-0.75,-0.13,0.34,0.08,0.07,-0.02,0.06,5.64,0
-0.31,0.67,1.11,-1.88,0.02,-1.64,0.97,-0.39,1.15,-1.08,-0.60,-0.56,-1.83,0.37,1.03,-0.47,-0.57,0.20,-0.11,-0.07,0.05,0.46,-0.24,0.41,0.02,-0.74,0.19,-0.02,0.84,0
0.81,-0.66,0.39,0.90,-1.03,-0.68,0.20,-0.18,0.55,-0.35,-0.54,0.49,-0.04,-0.05,-0.10,-0.15,0.02,-0.70,0.15,0.47,-0.17,-0.67,-0.14,0.36,0.18,0.22,-0.07,0.05,247.00,0
-0.02,-2.11,0.17,0.97,-1.77,0.03,0.16,-0.10,0.82,-0.57,-1.32,-0.08,-0.25,-0.12,0.76,0.50,-0.36,0.31,-0.15,1.39,0.36,-0.06,-0.79,-0.02,0.11,0.78,-0.13,0.11,541.09,0
-3.59,-4.03,1.51,-2.26,3.96,-3.90,-2.06,0.40,1.76,-2.56,0.88,1.86,-0.68,0.35,-0.95,-0.98,-0.37,0.37,0.26,0.68,0.24,-0.43,0.31,0.25,0.86,-0.95,-0.10,0.11,5.48,0
1.33,0.22,0.37,0.65,-0.26,-0.46,-0.10,0.07,-0.19,-0.13,2.25,0.80,-0.24,0.03,0.66,0.35,0.11,-0.25,-0.36,-0.15,-0.20,-0.56,0.19,0.17,0.08,0.09,-0.01,0.02,0.89,0
1.30,0.35,0.38,0.71,-0.45,-0.71,-0.01,-0.06,-0.29,-0.12,1.80,1.11,0.12,-0.07,0.41,0.56,-0.17,0.11,0.02,-0.08,-0.25,-0.58,0.16,0.46,0.17,0.07,-0.03,0.02,0.90,0
0.05,0.93,-1.24,-0.08,0.12,-0.93,0.61,0.26,-0.34,-0.91,1.01,0.27,-0.72,-0.20,0.07,0.30,0.44,0.99,-0.07,-0.16,0.39,0.95,0.04,-0.08,-0.34,-0.17,-0.10,-0.06,52.21,0
-1.02,0.61,0.97,-1.03,1.27,-0.83,0.65,-0.12,-0.15,-0.66,-1.78,0.08,0.71,-0.27,-0.31,0.35,-0.80,-0.36,-0.27,0.00,-0.13,-0.18,-0.66,-0.50,0.74,0.64,0.10,0.06,8.10,0
1.22,-0.13,0.69,0.74,-0.75,0.00,-0.40,0.25,0.52,-0.05,0.97,0.68,-1.73,0.45,-0.40,-0.31,0.18,-0.47,0.08,-0.20,-0.20,-0.53,0.11,0.18,0.15,0.15,-0.01,0.00,10.79,0
-0.27,1.20,0.92,-0.30,0.77,0.03,0.56,0.10,-0.71,-0.42,0.58,0.78,1.19,-0.45,0.16,0.93,-0.78,0.63,0.72,0.22,-0.26,-0.59,-0.16,-1.05,0.00,0.15,0.28,0.09,6.45,0
1.02,1.12,-1.46,1.78,0.72,-1.38,0.65,-0.31,-0.61,-1.42,1.71,0.27,0.64,-4.02,1.25,0.53,3.06,0.66,-1.35,-0.01,-0.11,-0.22,-0.13,0.32,0.82,-0.34,0.07,0.12,5.74,0
-0.32,0.68,1.16,-1.78,0.06,-1.04,0.81,-0.32,0.41,-1.63,-0.51,0.91,1.49,-0.04,1.17,-0.59,-0.32,0.02,1.24,0.10,0.05,0.24,-0.28,-0.04,-0.04,-0.03,0.11,0.10,7.80,0
0.06,0.67,0.25,-0.62,0.44,-1.20,0.91,-0.19,0.04,-0.39,-0.87,-0.19,-0.42,0.18,-0.36,-0.05,-0.45,-0.58,-0.05,-0.09,-0.23,-0.56,0.07,-0.04,-0.54,0.12,0.22,0.09,2.55,0
-3.72,1.70,-0.02,0.22,-0.48,0.51,-0.17,0.55,1.64,2.65,1.32,0.36,-1.42,-0.07,0.06,-1.19,0.75,-0.89,0.38,0.15,-0.27,0.03,-0.15,-0.23,-0.67,0.19,-0.82,-0.49,23.97,0
2.10,-0.78,-2.01,-1.12,-0.15,-0.29,-0.42,-0.10,-0.60,1.04,0.35,-0.40,-0.11,0.27,-0.18,1.45,-0.37,-0.45,0.95,0.11,0.54,1.01,-0.11,0.14,0.26,0.05,-0.05,-0.08,71.19,0
2.04,-0.14,-1.73,0.16,0.32,-0.59,0.19,-0.19,0.17,0.32,0.92,1.29,0.40,0.48,-0.72,-0.18,-0.51,0.10,0.21,-0.13,0.41,1.21,-0.09,0.78,0.28,0.82,-0.12,-0.10,17.28,0
-0.93,1.02,-0.53,-1.05,2.24,3.21,0.07,1.05,-0.11,0.16,0.04,-0.29,-0.07,-0.44,1.27,0.57,-0.51,0.33,0.26,0.49,-0.31,-0.87,-0.02,0.94,0.12,0.10,0.43,0.22,4.90,0
2.05,-0.71,-0.68,0.01,-0.50,-0.01,-0.69,0.04,2.03,-0.20,-2.25,-0.25,-0.33,-0.15,0.63,0.31,-0.61,0.48,0.22,-0.17,0.12,0.60,0.01,-1.07,-0.07,0.17,0.01,-0.06,20.25,0
1.27,-0.96,0.38,-1.51,-1.35,-0.88,-0.89,-0.12,-2.27,1.17,0.01,-0.80,0.01,-0.12,0.84,-0.74,0.98,-0.64,-0.69,-0.34,-0.26,-0.43,0.18,0.29,0.14,-0.34,0.03,0.02,26.23,0
-1.41,1.51,0.56,-1.06,0.88,-0.32,1.18,-0.23,0.06,-0.25,-2.25,-0.37,0.38,-0.18,-0.24,1.09,-1.53,0.20,-1.67,-0.19,0.07,0.02,-0.40,-1.18,0.55,-0.66,-0.44,0.16,4.73,0
