Variable01,Variable02,Variable03,Variable04,Variable05,Variable06,Variable07,Variable08,Variable09,Variable10,Variable11,Variable12,Variable13,Variable14,Variable15,Variable16,Variable17,Variable18,Variable19,Variable20,Variable21,Variable22,Variable23,Variable24,Variable25,Variable26,Variable27,Variable28,Amount,Class
-1.37,-0.89,-0.90,-4.14,0.29,-0.95,1.01,0.21,-0.46,-1.85,0.12,0.65,-0.44,1.05,-0.66,-2.00,-0.43,2.08,-0.60,-0.23,0.03,-0.06,-0.01,0.25,0.83,-0.86,-0.07,-0.05,188.66,0
-2.59,-1.95,1.38,-1.58,1.19,-0.65,0.17,-0.38,-1.12,0.29,-0.58,-0.50,1.28,-0.84,0.61,1.33,-0.28,-1.93,0.24,-0.34,-0.31,-0.23,0.40,-0.74,0.46,-0.51,-0.08,-0.14,140.22,0
-1.09,0.46,1.01,-3.10,-0.16,-1.01,0.44,0.50,0.29,-2.02,1.60,1.29,-0.27,0.75,-0.06,0.05,-0.51,-0.19,-1.07,-0.31,0.18,0.35,-0.07,0.25,-0.07,-0.36,-0.05,0.02,22.32,0
1.87,-0.48,-1.37,0.90,-0.02,-0.27,0.01,0.01,1.33,-0.77,0.42,0.99,-0.57,-1.30,-2.10,-0.34,0.99,0.16,0.87,-0.01,-0.29,-0.78,0.07,-0.55,-0.05,-0.55,0.01,-0.02,129.40,0
-0.96,1.19,-0.53,-1.08,1.44,-0.83,1.12,0.15,-0.94,-0.99,-1.71,-0.90,-1.14,1.29,0.64,-0.43,-0.11,0.14,0.87,-0.10,0.14,0.17,-0.63,0.08,1.17,0.44,-0.18,-0.07,7.78,0
-0.88,0.92,0.78,-0.75,1.69,0.38,1.13,0.03,0.73,-0.83,1.44,-1.35,3.02,1.45,-1.63,1.00,-0.80,-0.17,-1.41,-0.14,-0.62,-1.38,-0.04,-1.48,0.04,-1.08,0.17,0.06,58.26,0
-0.51,1.62,-0.10,0.36,0.28,-1.19,0.53,0.30,-0.74,-1.15,0.49,0.24,0.38,-1.11,0.80,0.18,1.41,-0.16,-0.88,-0.03,0.00,0.07,0.00,0.28,-0.22,0.29,0.17,0.06,0.78,0
-0.77,0.24,0.39,-2.60,-0.04,0.00,0.03,0.64,1.24,-1.98,-0.06,0.77,-1.04,0.43,-0.99,-0.49,-0.14,0.15,0.43,-0.34,0.10,0.36,-0.17,-0.90,-0.27,-0.19,0.04,0.07,20.71,0
1.36,-1.43,0.03,1.32,-0.84,1.54,-1.41,0.66,2.08,0.06,-0.78,0.15,-1.40,-0.39,-0.85,0.71,-0.73,1.41,0.02,0.12,0.26,0.64,-0.08,-0.13,-0.23,-0.54,0.06,0.00,222.01,0
-0.44,0.98,1.42,0.09,0.01,-0.72,0.67,0.07,-0.33,-0.50,0.24,-0.14,-0.43,-0.27,1.21,0.02,0.45,-0.57,-0.60,0.05,-0.23,-0.61,0.06,0.35,-0.29,0.09,0.26,0.10,5.70,0
-0.40,0.42,0.24,-1.43,1.71,3.88,-1.88,-1.46,-0.37,-1.22,-0.28,0.14,-0.22,0.55,1.01,1.28,-1.18,0.42,-0.90,0.70,-1.36,-0.18,-0.22,0.91,1.30,0.45,-0.04,0.18,34.29,0
1.21,-0.16,1.05,0.61,-1.02,-0.51,-0.46,0.13,0.33,0.11,1.24,0.23,-1.17,0.56,0.68,0.76,-0.63,0.52,-0.10,-0.11,-0.02,-0.24,0.09,0.54,0.05,0.17,-0.03,0.02,37.24,0
1.08,-0.62,1.02,0.50,-0.95,0.43,-0.65,0.24,1.30,-0.41,0.25,1.50,-0.06,-0.77,-2.45,-0.50,0.26,-0.56,1.40,0.04,-0.41,-0.96,0.01,0.08,0.20,0.73,-0.04,0.01,64.22,0
1.28,-0.84,-0.27,-2.24,-0.75,-0.73,-0.24,-0.07,1.67,-1.37,0.90,0.99,-0.31,0.57,1.54,-0.31,-0.74,1.14,1.39,0.11,0.26,0.67,-0.36,-0.49,0.76,-0.56,0.05,0.02,99.87,0
-0.44,-0.26,0.20,-2.10,0.21,-1.15,0.43,-0.07,-1.17,0.37,0.65,-0.69,-0.95,0.26,-1.09,1.29,-0.34,-0.65,-0.15,0.19,0.60,1.55,-0.08,0.04,-0.39,-0.14,0.36,0.24,44.93,0
-1.03,0.20,1.60,0.08,0.35,0.12,1.39,-0.36,-0.20,-0.54,-1.15,0.29,1.23,-0.70,-0.33,-0.25,-0.43,-0.40,0.73,0.10,-0.27,-0.35,0.09,-0.38,0.61,0.31,-0.17,-0.22,137.89,0
-3.78,-3.35,2.13,1.52,1.16,-1.40,-2.56,1.03,-1.43,0.69,0.72,1.07,1.06,0.18,0.23,-1.30,0.25,2.35,0.22,0.79,0.07,-0.56,-0.13,0.36,0.09,-0.26,0.31,-0.44,28.28,0
2.13,-0.68,-1.20,-0.91,-0.63,-1.06,-0.36,-0.20,-0.67,1.03,1.05,-0.12,-0.77,0.36,-0.89,0.71,0.29,-1.34,1.08,-0.12,0.07,0.21,0.22,0.01,-0.10,-0.29,-0.05,-0.07,3.80,0
-0.76,0.70,2.25,0.30,0.87,1.19,0.94,0.23,-0.66,-0.56,0.90,0.53,0.42,0.04,1.94,-1.43,0.82,-1.91,-1.73,0.02,0.12,0.56,-0.11,-0.62,0.11,-0.34,-0.04,-0.15,42.39,0
1.02,-1.36,0.59,-0.71,-1.09,1.09,-1.17,0.35,-0.02,0.39,0.06,0.62,-0.01,-0.46,-0.75,-1.32,0.15,1.20,-0.08,-0.17,-0.44,-0.99,-0.07,-0.85,-0.03,1.04,-0.03,0.02,172.93,0
-0.53,0.95,2.36,-0.13,0.17,-0.24,0.63,-0.30,1.29,-1.24,0.46,-2.09,2.11,1.21,0.58,-0.36,0.28,0.38,0.45,0.12,-0.27,-0.34,-0.31,-0.09,0.30,-0.65,-0.08,-0.14,9.63,0
-9.97,7.00,-2.11,-0.63,-4.69,0.99,-2.71,3.19,5.08,9.99,0.43,2.24,1.16,-2.04,-1.61,-3.07,1.49,0.79,-0.36,2.80,-1.26,-0.70,0.21,-0.05,1.71,-0.03,2.28,0.97,20.20,0
1.74,-1.39,-3.45,-1.21,0.56,-0.54,0.81,-0.53,-1.36,0.99,0.29,0.82,1.16,0.63,-0.98,-1.88,-0.26,0.99,-0.03,0.03,0.04,0.15,-0.35,0.04,0.41,1.55,-0.21,-0.07,256.05,0
1.63,-0.31,-0.43,-0.72,-0.34,-1.03,-0.02,-0.37,-1.12,0.65,-0.69,-0.67,0.42,0.04,0.43,0.93,0.22,-1.57,0.86,0.09,0.17,0.41,-0.25,-0.07,0.78,-0.06,-0.03,0.00,15.60,0
1.58,-0.16,-3.06,0.96,0.42,-2.08,0.75,-0.44,0.48,-1.24,-0.18,-1.33,-2.19,-2.44,0.79,1.02,2.29,1.13,-0.49,0.21,-0.03,-0.49,-0.15,-0.36,-0.03,0.69,-0.11,0.03,200.20,0
-10.46,-1.91,-3.47,0.49,-1.72,-0.56,1.55,-0.03,2.46,3.32,0.75,0.76,-0.27,-0.28,-0.37,0.96,-0.76,-0.25,0.28,-3.86,-1.55,0.39,0.82,0.15,0.61,0.30,-1.34,3.83,186.30,0
1.10,-0.79,0.39,0.51,-0.95,-0.03,-0.45,-0.09,-0.84,0.74,-1.31,-0.28,0.76,-0.11,1.20,-0.88,-0.71,1.92,-1.05,-0.17,-0.19,-0.44,-0.21,-0.52,0.42,-0.26,0.04,0.05,150.92,0
1.11,0.55,0.49,2.57,-0.16,-0.56,0.23,-0.17,-0.78,0.71,-0.54,-0.13,0.07,0.30,0.49,0.63,-0.57,-0.15,-1.15,-0.10,0.14,0.35,-0.14,0.39,0.62,0.15,-0.02,0.02,30.93,0
1.02,-0.47,-0.40,0.00,0.00,-0.13,0.28,0.06,-0.25,-0.02,1.63,0.36,-1.29,0.96,0.73,-0.39,0.24,-1.01,-0.36,0.06,0.13,0.06,-0.15,-0.21,0.27,1.12,-0.11,-0.01,140.39,0
-0.61,0.36,1.63,-0.74,-0.58,0.79,0.20,0.19,0.64,-0.65,-1.38,-0.23,-0.09,-0.67,0.43,0.03,-0.10,-0.37,0.39,-0.09,-0.06,-0.01,-0.13,-0.73,-0.36,0.99,-0.18,0.02,82.40,0
2.30,-0.10,-2.08,0.25,0.64,-0.80,0.53,-0.40,0.48,0.12,-1.68,-0.15,-0.27,0.46,-0.35,-0.24,-0.47,-0.44,0.56,-0.19,-0.10,-0.11,-0.06,-0.97,0.31,0.65,-0.10,-0.09,20.79,0
-2.21,1.27,-0.66,-0.74,-0.10,-1.05,1.23,-0.24,1.28,1.91,-0.64,0.20,0.14,-0.57,-0.15,-0.25,-0.47,-1.00,-0.30,0.57,-0.59,-0.63,-0.16,-0.01,-0.28,0.06,0.02,-0.41,85.49,0
-0.50,1.05,-0.74,-0.99,1.05,-0.11,0.66,0.31,0.31,-1.04,-0.28,-0.03,-0.62,-1.41,-1.11,0.69,0.35,1.19,0.75,-0.01,-0.32,-0.64,-0.35,-1.54,0.42,-0.04,-0.21,-0.27,16.74,0
1.85,-1.22,-0.50,-1.24,-0.56,1.17,-1.40,0.52,0.01,0.75,1.20,-0.26,-0.98,0.08,0.91,0.93,0.60,-1.82,-0.27,-0.17,0.14,0.46,0.40,-1.53,-0.69,-0.30,0.05,-0.06,7.58,0
1.68,-1.41,-0.73,-1.24,-0.28,1.55,-1.32,0.56,-0.17,0.66,1.66,0.48,0.07,-0.13,0.59,0.33,0.93,-2.62,-0.53,-0.02,0.14,0.35,0.41,-1.85,-0.79,-0.34,0.06,-0.06,83.00,0
-0.75,0.80,-0.44,-0.45,0.27,-1.25,0.60,0.27,0.22,-1.80,-0.78,-0.25,-0.94,-1.19,-0.43,0.18,1.28,0.23,-0.16,-0.23,-0.18,-0.58,-0.10,-0.18,0.20,-0.08,-0.25,-0.07,42.68,0
-0.11,0.46,1.25,-0.22,-0.91,0.00,0.43,0.06,-0.19,-0.10,0.99,-0.02,-0.83,0.35,0.76,0.60,-0.51,0.56,1.18,0.01,-0.07,-0.30,0.17,0.02,-0.84,0.83,-0.09,-0.01,100.90,0
-0.80,1.07,0.56,0.89,0.30,0.94,0.18,0.72,-0.55,-0.15,-0.27,0.09,-0.96,0.72,-0.36,-0.54,0.16,0.34,1.36,0.08,-0.01,0.09,-0.17,-1.17,0.04,-0.17,0.31,0.11,40.48,0
-1.07,1.27,0.87,-0.05,0.09,-0.67,0.92,-0.01,-0.32,-0.19,-1.18,-0.50,-0.79,0.38,0.28,-0.60,0.28,-0.49,1.23,0.07,-0.28,-0.72,-0.26,-0.01,0.49,0.54,-0.33,-0.16,34.13,0
-2.31,2.08,-1.31,-1.00,-0.30,-0.88,0.06,0.87,0.69,1.22,0.06,0.42,-1.11,0.66,-0.90,0.41,-0.44,0.01,0.20,0.32,-0.39,-0.83,0.34,-0.51,-0.10,0.18,0.58,0.37,9.89,0
-0.38,0.92,-0.77,-0.44,1.13,-0.39,0.26,0.49,0.89,-1.17,1.29,-2.25,1.04,1.07,-1.72,0.82,0.87,0.73,0.02,-0.05,-0.37,-0.98,0.12,0.02,-0.42,0.08,0.07,-0.04,9.17,0
-6.24,-5.11,0.86,1.84,-0.14,-0.17,-0.69,0.17,-0.64,0.85,0.98,0.56,0.27,-0.05,0.89,-1.17,0.19,1.78,-0.35,-0.97,-0.49,-0.21,-1.80,0.27,-0.19,-0.14,0.84,-1.08,491.89,0
-0.16,-0.38,1.48,-2.26,-1.17,-0.72,-0.38,-0.01,-1.40,0.90,-1.42,-1.19,-0.23,-0.80,-1.39,-0.79,0.74,-0.13,-0.52,-0.36,-0.19,0.19,-0.07,0.33,-0.37,-0.34,0.42,0.22,2.08,0
-0.55,0.68,2.23,-0.11,0.06,-0.28,0.47,-0.22,1.68,-1.23,0.18,-2.98,0.96,1.34,0.75,-0.28,0.39,0.50,0.43,0.03,-0.30,-0.47,-0.28,-0.14,0.23,-0.69,-0.08,-0.14,11.50,0
0.07,0.81,-0.36,-0.58,0.79,-0.56,0.89,0.07,-0.19,-0.65,0.93,0.21,-0.97,-0.69,-0.83,0.50,0.19,0.33,0.01,-0.01,-0.30,-0.84,0.13,0.70,-0.46,0.09,0.22,0.08,6.34,0
2.16,-1.42,-0.72,-0.98,-0.99,-0.13,-1.13,0.09,-0.03,0.95,0.74,-0.20,-0.53,-0.14,-0.37,1.46,-0.08,-0.55,0.69,0.12,0.38,1.02,0.11,0.76,-0.22,-0.16,-0.02,-0.04,95.23,0
2.06,0.38,-2.39,0.80,1.66,-0.15,0.80,-0.30,-0.57,0.53,0.16,1.24,1.24,0.74,-0.60,-0.01,-1.11,0.34,0.33,-0.11,0.16,0.61,-0.21,-0.29,0.69,-0.42,-0.04,-0.07,15.60,0
1.91,-0.47,-0.71,0.21,-0.20,0.20,-0.70,0.10,1.57,-0.13,-1.62,-0.04,-0.12,-0.10,0.82,0.35,-0.82,0.50,-0.12,-0.19,0.22,0.92,0.02,0.05,0.05,-0.11,0.03,-0.03,18.79,0
-0.58,-1.40,-1.65,1.03,-0.99,-0.02,-0.78,0.45,-0.36,1.13,-0.12,0.93,0.26,0.29,-0.95,-1.18,-0.12,1.60,0.01,-1.38,-0.69,-0.97,0.14,-0.48,-2.32,-1.17,0.01,-1.01,236.79,0
-5.73,2.34,-3.94,-0.28,-1.20,-1.52,0.20,0.87,1.76,2.03,-0.66,0.43,0.52,-0.89,0.93,0.31,0.68,0.61,-0.38,0.28,-0.13,0.85,-0.52,-0.13,-0.04,-0.34,-1.45,-1.33,28.45,0
1.72,-1.30,-0.19,-0.45,-1.70,-0.52,-0.98,-0.02,0.49,0.51,-1.00,-0.08,-0.13,-0.19,0.72,-1.13,-0.21,1.27,-0.87,-0.50,-0.35,-0.69,0.37,-0.08,-0.70,-0.17,0.03,-0.01,92.83,0
2.03,-0.05,-1.68,0.52,0.13,-1.48,0.47,-0.43,0.49,0.12,-0.90,0.12,-0.60,0.53,-0.39,-0.57,-0.04,-0.87,0.18,-0.26,-0.03,0.07,0.07,0.09,0.16,0.55,-0.09,-0.08,13.34,0
-1.89,-3.54,-0.50,-1.17,-2.49,2.97,3.31,-0.03,-1.30,-0.79,1.14,-0.09,0.31,-0.40,-0.39,0.19,0.78,-2.13,0.28,2.56,0.61,0.13,3.20,-1.66,-0.79,-0.51,-0.32,0.05,1127.60,0
0.15,0.29,-1.38,-1.74,3.20,3.10,0.42,0.72,-0.43,-0.51,-0.17,-0.22,-0.24,0.50,0.54,-0.02,-0.62,-0.27,-0.52,-0.06,0.30,0.91,-0.08,0.71,-0.44,0.62,0.05,0.07,21.35,0
-0.17,1.04,-0.16,-0.59,1.45,-0.60,1.53,-0.26,-1.30,-0.35,0.84,1.09,0.65,0.50,-1.15,-0.69,-0.30,-0.16,0.89,0.01,0.27,0.89,-0.38,0.87,0.23,0.65,0.05,0.14,0.68,0
2.24,-0.70,-0.52,-0.08,-1.33,-1.30,-0.48,-0.41,-0.47,0.78,-0.15,0.93,1.36,-0.27,-0.12,-1.96,0.14,0.82,-1.29,-0.53,0.05,0.86,0.14,1.05,-0.11,0.91,-0.04,-0.04,35.15,0
2.15,-0.33,-1.20,0.37,-0.03,-0.56,-0.24,-0.15,2.49,-0.50,-0.65,-3.28,-0.20,1.96,-0.96,-0.55,0.66,0.16,0.16,-0.35,-0.11,0.12,0.06,0.54,0.16,0.13,-0.07,-0.07,17.99,0
1.95,0.16,-2.42,0.28,0.89,-1.25,0.79,-0.55,-0.12,-0.36,-0.24,0.11,0.40,-0.57,0.49,0.05,0.60,-0.22,-0.23,0.02,0.05,0.08,-0.02,0.52,0.24,0.77,-0.12,-0.04,84.14,0
1.74,-0.64,-0.43,0.37,-0.77,-0.15,-0.72,0.13,1.03,0.21,0.31,0.49,-0.67,0.10,-0.28,0.60,-0.82,0.74,0.14,-0.18,0.23,0.82,0.07,-0.29,-0.23,0.58,-0.03,-0.06,34.22,0
-0.75,0.34,2.64,-1.55,-0.40,-0.02,0.02,0.26,0.09,-1.07,0.70,0.56,0.00,-0.31,-0.52,0.77,-0.71,0.48,0.06,-0.01,0.15,0.40,-0.37,0.12,0.17,1.21,-0.05,0.04,3.24,0
-1.45,1.41,1.64,2.59,0.12,0.38,-0.89,-2.67,-1.39,0.14,-0.20,0.18,0.08,0.42,0.87,0.26,0.03,-0.52,-0.80,0.44,-1.15,0.64,0.44,0.40,-0.79,-0.16,-0.09,0.23,1.02,0
1.29,-0.02,-0.07,1.63,1.79,4.06,-1.08,1.12,-0.02,0.59,-0.74,-0.01,-0.01,-0.26,-0.11,0.85,-0.83,0.24,-0.42,-0.03,-0.14,-0.41,0.01,0.93,0.48,-0.03,0.05,0.03,3.79,0
-0.34,-0.46,1.03,-2.36,-0.93,-0.24,0.40,-0.15,-0.45,0.45,0.73,-0.52,-0.69,-0.67,-1.13,1.36,-0.42,-0.66,-0.16,0.13,0.30,1.03,-0.11,0.02,0.12,-0.22,-0.04,-0.23,141.90,0
-1.24,3.06,-0.35,-1.73,-3.22,0.55,2.52,0.27,-0.11,-0.56,-0.96,0.06,0.42,0.30,0.27,0.85,-0.60,-0.46,-0.46,-0.61,-0.51,-0.44,0.21,-0.06,0.04,0.79,1.01,-0.04,525.46,0
-1.31,0.88,1.46,-1.98,0.45,0.03,0.74,0.24,-0.15,-0.62,1.42,0.46,-0.93,0.23,-0.20,0.35,-0.61,-0.84,-1.85,-0.35,0.03,0.09,-0.15,-0.29,-0.25,0.33,-0.71,-0.49,4.55,0
-1.82,1.36,1.05,-0.09,0.02,-0.43,0.59,-0.05,0.88,0.94,-1.32,-0.23,-0.34,-0.49,-0.23,-0.32,-0.18,-0.40,0.57,0.28,-0.45,-0.43,-0.12,-0.10,0.19,0.21,-0.01,-0.17,19.41,0
-4.01,-0.61,0.55,2.26,3.18,-1.63,-3.51,-4.17,0.98,0.05,3.63,-1.75,1.31,0.47,0.86,-0.13,2.55,0.71,1.36,-2.81,3.05,-1.44,-1.43,0.24,0.00,0.74,1.27,-0.36,0.71,0
-1.13,1.75,-0.24,0.84,0.28,-0.18,-0.02,1.02,-1.38,-1.05,1.41,0.60,0.11,-0.60,0.67,0.44,1.49,1.05,0.23,-0.21,0.22,0.40,-0.13,-0.42,-0.26,-0.29,-0.19,0.05,1.04,0
1.21,-0.54,1.01,-0.02,-1.14,-0.01,-1.04,0.35,1.22,-0.17,0.40,-0.03,-2.06,0.12,-0.16,0.57,-0.33,0.45,0.60,-0.21,-0.12,-0.25,0.04,0.02,0.06,0.92,-0.05,0.00,0.00,0
-4.15,-1.54,-0.05,0.04,0.12,5.05,-2.01,2.45,0.67,0.93,-1.53,0.36,0.30,-0.93,-0.72,-1.96,0.71,1.81,-0.01,-0.29,-0.55,-0.07,-0.45,0.74,0.74,-0.12,0.72,0.46,210.00,0
-0.57,0.46,1.53,1.15,0.67,-0.24,0.39,0.08,-0.31,-0.34,-0.60,0.27,-0.04,0.03,0.01,-1.07,0.47,-0.77,0.46,0.06,0.06,0.28,-0.04,0.10,-0.27,-0.34,0.18,0.17,12.82,0
1.04,-0.16,0.25,0.15,-0.59,-1.06,0.13,-0.26,0.15,-0.17,-0.26,0.12,-0.09,0.34,1.11,0.30,-0.29,-0.61,0.06,0.07,-0.17,-0.68,0.06,0.44,0.12,0.84,-0.09,0.02,73.54,0
-0.09,1.29,-0.54,-0.57,0.98,-0.88,1.08,-0.16,0.01,-0.58,-0.57,0.38,0.92,-1.18,-0.30,0.27,0.29,-0.35,-0.28,0.19,-0.39,-0.79,0.12,0.54,-0.30,0.11,0.31,0.13,9.72,0
1.95,-0.23,-2.43,-0.52,2.34,3.03,-0.56,0.74,1.59,-0.27,1.01,-2.10,1.50,1.99,-0.25,-0.20,0.33,-0.75,-0.17,-0.21,-0.42,-0.95,0.41,0.61,-0.32,0.19,-0.08,-0.08,1.92,0
2.08,0.54,-3.05,0.40,1.02,-0.91,0.26,-0.21,0.27,-1.13,0.95,0.17,0.18,-2.28,0.43,1.20,1.13,2.21,-0.03,-0.10,0.09,0.41,-0.20,-1.20,0.39,-0.05,0.01,-0.01,1.05,0
-0.29,0.94,0.70,-0.29,0.82,0.31,0.61,0.16,-0.32,-0.54,-1.32,-0.40,0.38,-0.48,1.32,0.45,-0.23,-0.14,0.08,0.14,-0.35,-0.90,-0.17,-1.50,-0.04,0.18,0.26,0.07,4.19,0
-1.84,-2.34,1.40,-3.07,1.07,-1.39,-1.11,0.23,-2.20,0.59,-0.03,-0.87,-0.68,-0.19,-1.59,0.09,-0.22,0.61,-0.90,-0.02,-0.03,-0.31,-0.08,-0.50,0.83,-0.22,-0.07,0.06,31.03,0
-0.85,-0.09,1.92,-1.62,-1.49,-0.32,-0.75,0.38,-3.10,1.15,1.08,-0.10,1.14,-0.07,0.21,-0.25,0.55,0.58,0.97,-0.21,-0.21,-0.48,-0.02,0.27,-0.03,-0.28,-0.16,0.00,42.75,0
0.91,-0.62,-0.17,0.23,-0.70,-1.12,0.35,-0.26,0.43,-0.28,-0.57,-0.15,-0.87,0.35,0.26,-0.24,0.13,-0.65,0.30,0.19,0.00,-0.27,-0.24,0.51,0.46,1.00,-0.13,0.02,184.04,0
1.51,-1.25,0.41,-1.59,-1.05,0.21,-1.17,0.19,-1.95,1.63,1.52,-0.34,-0.18,0.06,0.42,-0.73,0.89,-0.38,-0.61,-0.38,-0.10,0.07,0.08,-0.33,0.19,-0.16,0.05,0.00,16.35,0
1.36,-2.24,-0.89,-0.78,-1.35,0.11,-0.75,-0.01,-0.32,0.75,1.20,0.54,0.94,-0.35,-0.06,1.48,-0.25,-0.48,0.35,0.85,0.64,1.05,-0.20,0.70,-0.34,-0.15,-0.05,0.02,447.17,0
1.03,0.12,0.47,1.33,-0.19,0.04,0.03,0.09,-0.04,0.02,1.26,1.47,0.09,0.20,-0.93,-0.62,0.07,-0.55,-0.16,-0.11,-0.02,0.12,-0.07,0.26,0.59,-0.37,0.04,0.01,32.36,0
-3.71,3.29,-0.11,0.46,-0.46,0.60,-0.26,0.77,1.68,1.83,-2.28,0.00,-0.37,-0.45,-0.57,-0.63,0.30,-0.36,1.51,0.49,-0.66,-1.64,-0.02,-1.20,0.70,-0.71,-0.47,0.40,6.78,0
1.13,-0.03,1.28,1.42,-0.75,0.28,-0.60,0.17,0.80,-0.29,-0.44,0.99,0.91,-0.52,0.31,-0.25,-0.02,-0.62,-0.61,-0.10,-0.02,0.21,0.01,0.12,0.35,-0.34,0.10,0.04,13.64,0
-0.66,0.83,1.79,-0.54,-0.07,-0.49,0.68,-1.68,0.47,0.68,-0.09,-0.50,-0.25,-0.57,1.62,-0.28,-0.40,-0.24,0.82,0.06,0.69,-0.28,-0.02,0.43,-0.72,0.76,-0.97,-0.57,0.80,0
1.02,-0.33,1.42,1.07,-1.08,0.34,-0.96,0.38,0.57,0.08,1.44,0.45,-1.03,0.27,1.20,0.70,-0.55,0.65,-0.94,-0.12,0.39,0.93,-0.04,0.23,0.17,-0.27,0.07,0.03,46.91,0
-0.01,0.61,-0.31,1.33,1.62,0.05,1.00,-0.43,0.25,-0.26,-0.27,-2.13,3.78,1.71,-0.07,-1.51,1.33,0.08,2.69,0.55,-0.02,0.27,-0.02,0.10,-0.26,0.71,0.12,0.19,76.79,0
1.62,-1.15,0.48,-1.35,-1.40,-0.14,-1.06,-0.08,-1.34,1.13,-1.34,-0.53,1.15,-0.85,-0.51,-0.56,0.47,-0.27,0.45,-0.25,-0.51,-1.10,0.05,-0.50,0.32,-0.36,0.06,0.03,34.19,0
-1.87,0.78,1.45,-1.59,-0.05,0.06,1.70,-0.64,0.91,1.27,2.05,0.93,0.77,-0.95,0.19,0.19,-1.17,-0.63,-0.77,0.34,-0.32,0.13,-0.24,0.09,-0.40,0.66,-0.19,-0.22,137.17,0
2.08,-0.51,-0.41,0.34,-0.58,-0.05,-0.78,0.18,1.55,0.04,0.11,0.42,-0.88,0.19,-0.07,0.47,-0.85,0.98,0.23,-0.28,0.19,0.79,0.06,-0.52,-0.11,-0.22,0.03,-0.06,9.19,0
1.18,-0.51,-0.14,-0.63,-0.86,-1.04,0.02,-0.29,-1.57,0.78,1.49,0.73,0.32,0.56,-0.11,-1.31,-0.07,1.06,-0.44,-0.31,-0.29,-0.51,-0.05,0.59,0.40,1.11,-0.11,0.00,77.39,0
-1.50,1.86,-0.48,-1.00,0.39,-0.58,0.84,-0.16,0.93,1.76,0.60,0.49,-0.41,-0.10,-0.96,0.00,-0.73,-0.31,0.15,0.38,-0.23,-0.63,0.09,-0.48,-0.34,0.09,-0.19,0.38,6.64,0
1.41,-0.13,-0.06,-1.38,-0.44,-1.18,0.10,-0.35,1.00,-0.95,-0.27,1.28,1.74,-0.03,1.51,-0.40,-0.41,-0.22,0.81,0.07,-0.06,0.01,-0.15,-0.03,0.61,0.03,0.00,0.01,15.58,0
1.04,-0.36,0.71,1.02,-0.96,-0.49,-0.17,0.03,0.76,-0.30,-0.23,0.21,-1.02,0.07,-0.07,-0.73,0.59,-1.07,-0.33,-0.06,0.01,0.07,-0.05,0.66,0.34,0.49,-0.03,0.02,91.62,0
-0.94,0.96,1.29,0.05,0.03,-0.11,0.37,0.53,-0.03,-0.98,-1.97,-0.61,-1.21,0.29,-0.70,0.29,-0.43,0.01,-0.19,-0.28,-0.19,-0.62,-0.20,-0.56,0.27,-0.58,-0.03,0.04,17.35,0
-1.25,0.18,1.70,4.35,1.78,1.58,-0.13,0.42,-1.63,1.56,-0.78,-0.43,-0.18,-0.11,-0.94,-0.21,0.02,0.91,2.20,0.14,0.04,0.49,0.23,-0.29,0.76,0.69,0.06,0.02,1.59,0
1.86,0.40,-2.02,1.41,1.05,-0.92,0.74,-0.59,1.07,0.00,-0.07,-2.53,1.19,2.32,-0.51,-0.39,0.22,0.00,-0.49,-0.25,0.02,0.34,-0.07,0.56,0.58,-0.47,-0.07,-0.07,37.80,0
-0.52,0.56,3.06,0.66,-0.63,-0.56,-0.47,0.01,1.21,-0.77,0.84,-2.04,2.92,1.06,0.82,0.32,0.36,0.78,-0.08,0.13,0.21,0.91,-0.07,0.70,-0.61,0.59,0.14,0.17,0.11,0
2.02,-1.12,-0.83,-0.54,1.05,4.48,-1.96,1.22,1.90,-0.20,-0.59,0.65,-0.05,-0.78,-0.06,0.20,-0.36,-0.05,-0.19,-0.13,0.11,0.67,0.26,0.80,-0.43,0.66,0.05,-0.04,1.08,0
-0.32,0.63,0.68,-0.72,0.03,-0.96,0.28,0.09,0.88,-1.05,-0.71,-0.72,-1.34,-1.18,0.62,0.60,0.41,0.42,-0.40,-0.09,-0.23,-0.51,0.15,-0.20,-0.73,-0.36,0.21,0.16,2.02,0
-6.33,3.97,-3.37,-2.73,-0.18,2.77,-1.79,3.12,2.22,3.24,-0.64,0.71,0.26,0.58,0.79,1.22,-0.46,0.04,-0.81,1.36,-0.47,-0.99,0.34,0.91,0.75,0.80,0.89,0.78,7.59,0
0.84,-1.68,0.90,-0.44,-1.43,0.69,-1.09,0.30,-0.10,0.40,0.71,0.38,-0.13,-0.61,-1.07,0.84,0.62,-1.46,0.96,0.44,0.16,0.22,-0.17,-0.24,0.23,-0.24,0.03,0.04,179.76,0
-1.58,1.21,0.63,-1.17,-0.02,0.48,-0.17,0.78,0.45,0.24,0.13,0.58,0.17,-0.12,-0.40,0.67,-0.87,0.81,-0.11,0.25,0.20,1.07,-0.29,0.31,0.00,0.57,-0.15,-0.25,5.49,0
-0.92,-0.29,1.52,-1.54,0.06,-1.11,0.08,0.04,-1.44,0.04,1.03,-0.73,-1.53,0.11,-1.34,0.84,0.31,-1.03,0.50,0.11,0.32,0.52,-0.37,0.52,0.76,-0.16,-0.03,0.04,9.30,0
